12e8.pdb,0,H,L,NA,0
15c8.pdb,0,H,L,NA,0
1a0q.pdb,0,H,L,NA,1
1a14.pdb,0,H,L,NA,0
1a2y.pdb,0,B,A,NA,0
1a3l.pdb,0,H,L,NA,0
1a3r.pdb,0,H,L,NA,0
1a4j.pdb,0,H,L,NA,0
1a4k.pdb,0,H,L,NA,0
1a5f.pdb,0,H,L,NA,1
1a6t.pdb,0,B,A,NA,1
1a6u.pdb,0,H,L,NA,0
1a6v.pdb,0,I,M,NA,0
1a6w.pdb,0,H,L,NA,0
1a7n.pdb,0,H,L,NA,0
1a7o.pdb,0,H,L,NA,0
1a7p.pdb,0,H,L,NA,0
1a7q.pdb,0,H,L,NA,0
1a7r.pdb,0,H,L,NA,0
1ad0.pdb,0,B,A,NA,0
1ad9.pdb,0,B,A,NA,0
1ai1.pdb,0,H,L,NA,0
1aif.pdb,0,H,L,NA,0
1aj7.pdb,0,H,L,NA,1
1ap2.pdb,0,D,C,NA,0
1aqk.pdb,0,H,L,NA,0
1ar1.pdb,0,C,D,NA,0
1axs.pdb,0,B,A,NA,0
1axt.pdb,0,H,L,NA,0
1ay1.pdb,0,H,L,NA,0
1b2w.pdb,0,H,L,NA,0
1b4j.pdb,0,H,L,NA,0
1baf.pdb,0,H,L,NA,0
1bbd.pdb,0,H,L,NA,1
1bfo.pdb,0,H,G,NA,1
1bfv.pdb,0,H,L,NA,0
1bgx.pdb,0,H,L,NA,0
1bj1.pdb,0,H,L,NA,0
1bln.pdb,0,B,A,NA,0
1bm3.pdb,0,H,L,NA,1
1bog.pdb,0,B,A,NA,0
1bql.pdb,0,H,L,NA,0
1bvk.pdb,0,B,A,NA,0
1bvl.pdb,0,A,B,NA,0
1bz7.pdb,0,B,A,NA,1
1c08.pdb,0,B,A,NA,0
1c12.pdb,0,B,A,NA,0
1c1e.pdb,0,H,L,NA,0
1c5b.pdb,0,H,L,NA,1
1c5c.pdb,0,H,L,NA,0
1c5d.pdb,0,H,L,NA,0
1cbv.pdb,0,H,L,NA,0
1ce1.pdb,0,H,L,NA,1
1cf8.pdb,0,H,L,NA,0
1cfn.pdb,0,B,A,NA,0
1cfq.pdb,0,B,A,NA,0
1cfs.pdb,0,B,A,NA,0
1cft.pdb,0,B,A,NA,0
1cfv.pdb,0,H,L,NA,0
1cgs.pdb,0,H,L,NA,0
1cic.pdb,0,D,C,NA,1
1ck0.pdb,0,H,L,NA,1
1clo.pdb,0,H,L,NA,1
1cly.pdb,0,H,L,NA,0
1clz.pdb,0,H,L,NA,0
1cr9.pdb,0,H,L,NA,0
1ct8.pdb,0,B,A,NA,0
1cu4.pdb,0,H,L,NA,0
1cz8.pdb,0,Y,X,NA,0
1d5b.pdb,0,H,L,NA,1
1d5i.pdb,0,H,L,NA,0
1d6v.pdb,0,H,L,NA,0
1dba.pdb,0,H,L,NA,0
1dbb.pdb,0,H,L,NA,0
1dbj.pdb,0,H,L,NA,0
1dbm.pdb,0,H,L,NA,0
1dee.pdb,0,B,A,NA,0
1dfb.pdb,0,H,L,NA,0
1dl7.pdb,0,H,L,NA,0
1dlf.pdb,0,H,L,NA,0
1dn0.pdb,0,B,A,NA,0
1dqd.pdb,0,H,L,NA,0
1dqj.pdb,0,B,A,NA,1
1dql.pdb,0,H,L,NA,0
1dqq.pdb,0,B,A,NA,1
1dsf.pdb,0,H,L,NA,0
1dvf.pdb,0,B,A,NA,0
1dzb.pdb,0,A,a,NA,0
1e4w.pdb,0,H,L,NA,0
1e4x.pdb,0,H,L,NA,0
1e6o.pdb,0,H,L,NA,0
1eap.pdb,0,B,A,NA,0
1egj.pdb,0,H,L,NA,0
1ehl.pdb,0,H,L,NA,0
1ejo.pdb,0,H,L,NA,0
1emt.pdb,0,H,L,NA,0
1eo8.pdb,0,H,L,NA,0
1etz.pdb,0,B,A,NA,0
1ezv.pdb,0,X,Y,NA,0
1f3d.pdb,0,H,L,NA,0
1f4w.pdb,0,H,L,NA,0
1f4x.pdb,0,H,L,NA,0
1f4y.pdb,0,H,L,NA,0
1f58.pdb,0,H,L,NA,0
1f8t.pdb,0,H,L,NA,0
1f90.pdb,0,H,L,NA,0
1fai.pdb,0,H,L,NA,0
1fdl.pdb,0,H,L,NA,1
1fe8.pdb,0,H,L,NA,1
1fgn.pdb,0,H,L,NA,1
1fgv.pdb,0,H,L,NA,0
1fh5.pdb,0,H,L,NA,0
1fj1.pdb,0,B,A,NA,1
1fl3.pdb,0,A,B,NA,0
1fl5.pdb,0,H,L,NA,0
1fl6.pdb,0,H,L,NA,0
1flr.pdb,0,H,L,NA,0
1fn4.pdb,0,D,C,NA,0
1fns.pdb,0,H,L,NA,0
1for.pdb,0,H,L,NA,0
1frg.pdb,0,H,L,NA,0
1fsk.pdb,0,I,H,NA,0
1fvc.pdb,0,D,C,NA,0
1fvd.pdb,0,B,A,NA,1
1fve.pdb,0,B,A,NA,1
1g7h.pdb,0,B,A,NA,0
1g7i.pdb,0,B,A,NA,0
1g7j.pdb,0,B,A,NA,0
1g7l.pdb,0,B,A,NA,0
1g7m.pdb,0,B,A,NA,0
1g9m.pdb,0,H,L,NA,1
1g9n.pdb,0,H,L,NA,1
1gaf.pdb,0,H,L,NA,1
1gc1.pdb,0,H,L,NA,0
1ggb.pdb,0,H,L,NA,0
1ggc.pdb,0,H,L,NA,0
1ggi.pdb,0,H,L,NA,1
1ghf.pdb,0,H,L,NA,0
1gig.pdb,0,H,L,NA,0
1gpo.pdb,0,I,M,NA,1
1h0d.pdb,0,B,A,NA,0
1h3p.pdb,0,H,L,NA,0
1h8n.pdb,0,A,a,NA,0
1h8o.pdb,0,B,b,NA,0
1h8s.pdb,0,B,b,NA,0
1hez.pdb,0,D,C,NA,0
1hh6.pdb,0,B,A,NA,0
1hh9.pdb,0,B,A,NA,0
1hi6.pdb,0,B,A,NA,0
1hil.pdb,0,B,A,NA,1
1him.pdb,0,L,H,NA,0
1hkl.pdb,0,H,L,NA,1
1hq4.pdb,0,D,C,NA,0
1hzh.pdb,0,K,M,NA,1
1i3g.pdb,0,H,L,NA,0
1i7z.pdb,0,B,A,NA,0
1i8i.pdb,0,B,A,NA,0
1i8k.pdb,0,B,A,NA,0
1i8m.pdb,0,B,A,NA,0
1i9i.pdb,0,H,L,NA,0
1i9j.pdb,0,H,L,NA,0
1iai.pdb,0,H,L,NA,0
1ibg.pdb,0,H,L,NA,0
1ic4.pdb,0,H,L,NA,0
1ic5.pdb,0,H,L,NA,0
1ic7.pdb,0,H,L,NA,0
1ifh.pdb,0,H,L,NA,0
1igc.pdb,0,H,L,NA,1
1igf.pdb,0,J,M,NA,0
1igi.pdb,0,H,L,NA,0
1igj.pdb,0,D,C,NA,0
1igm.pdb,0,H,L,NA,0
1igt.pdb,0,D,C,NA,1
1ikf.pdb,0,H,L,NA,0
1il1.pdb,0,A,B,NA,0
1ind.pdb,0,H,L,NA,0
1ine.pdb,0,H,L,NA,0
1iqd.pdb,0,B,A,NA,1
